# Long-horizon Mercury 1PN — apsis IAS15 side
# protocol: paper/notebooks/2026-05-13-mercury-1pn-long-horizon.md
# integrator: IAS15 (apsis), perturbation: PostNewtonian1PN::for_units(UnitSystem::solar_canonical())
# units: canonical Hénon (G = 1)
# a=0.387098, e=0.20563, m_mercury=1.660114e-7
# period=1.513251312931102266e0, dt0=1.000000000000000048e-4, n_orbits=4153
orbit,t,x,y,vx,vy,a_osc,e_osc,omega_osc
126,1.906774213042010331e2,3.071861542022968350e-1,1.522341932246903604e-2,-8.131099278913946071e-2,1.978078002912972755e0,3.870979025170765975e-1,2.056298000259256797e-1,6.322991101831093390e-5
127,1.921898270255400973e2,3.072511712200108325e-1,1.354951951127693864e-2,-7.237603024287091180e-2,1.978496404294389777e0,3.870979025067358692e-1,2.056297999896739837e-1,6.373427796384830563e-5
128,1.936968154888902234e2,3.074971889400354708e-1,1.151063338394278440e-3,-6.167560966718693694e-3,1.980079465253769211e0,3.870979024676598490e-1,2.056297998526728787e-1,6.425385671509579316e-5
129,1.952152243904798183e2,3.073247743955501154e-1,1.136031035944329477e-2,-6.068930770927177809e-2,1.978970086084588242e0,3.870979024950301217e-1,2.056297999486358941e-1,6.474137207454396794e-5
130,1.967338092653149602e2,3.068509614442670452e-1,2.190686773849673252e-2,-1.169762836371893572e-1,1.975921478277699039e0,3.870979025703721321e-1,2.056298002127383562e-1,6.522843923721131985e-5
131,1.982403809487502997e2,3.073969393055027144e-1,8.693913962150499192e-3,-4.645318127373433692e-2,1.979434514916639909e0,3.870979024835575211e-1,2.056297999084127637e-1,6.574914406363689830e-5
132,1.997525171126948180e2,3.074421860929097972e-1,6.485301480403948132e-3,-3.465914840909355144e-2,1.979725687635965015e0,3.870979024763695486e-1,2.056297998832110896e-1,6.625427237061496007e-5
133,2.012652208305184445e2,3.074595945586648948e-1,5.400107586869653045e-3,-2.886404703014242012e-2,1.979837703490815670e0,3.870979024736059815e-1,2.056297998735218124e-1,6.675780768617531791e-5
134,2.027835997562450245e2,3.071726828035013512e-1,1.554745121809753342e-2,-8.304180639320464519e-2,1.977991383760959954e0,3.870979025192094469e-1,2.056298000334014220e-1,6.724542027258617962e-5
135,2.042963445099836690e2,3.072134327355520167e-1,1.454434531932467453e-2,-7.768784370110262683e-2,1.978253613294753688e0,3.870979025127284090e-1,2.056298000106812074e-1,6.774883684185852061e-5
136,2.058030810633480030e2,3.074953072742015459e-1,1.647943832388203524e-3,-8.822628029101609037e-3,1.980067390761791390e0,3.870979024679537805e-1,2.056297998537030269e-1,6.826911980667581714e-5
137,2.073215625650912557e2,3.073045785957349563e-1,1.200057842910160454e-2,-6.410890873144318991e-2,1.978840168631888163e0,3.870979024982338368e-1,2.056297999598667436e-1,6.875643275849360845e-5
138,2.088342641592669509e2,3.073382533145606055e-1,1.091158706237072701e-2,-5.829530936822314990e-2,1.979056884052251108e0,3.870979024928794532e-1,2.056297999410955646e-1,6.925997213100143902e-5
139,2.103469905779223552e2,3.073674229332575836e-1,9.871613854151842574e-3,-5.274308782607951829e-2,1.979244606894856817e0,3.870979024882424957e-1,2.056297999248377639e-1,6.976344231534951088e-5
140,2.118596738377738404e2,3.073957020415998276e-1,8.746152612789489383e-3,-4.673386938296875126e-2,1.979426595786863086e0,3.870979024837478133e-1,2.056297999090797302e-1,7.026703403047236565e-5
141,2.133716347248555110e2,3.074472237672740138e-1,6.190551266394551250e-3,-3.308674459622903963e-2,1.979758133647896878e0,3.870979024755655251e-1,2.056297998803912064e-1,7.077265451744251554e-5
142,2.148843604165201384e2,3.074631681094154856e-1,5.149392362547324659e-3,-2.752385004691035308e-2,1.979860720577288902e0,3.870979024730356044e-1,2.056297998715210518e-1,7.127612818395079916e-5
143,2.163971066782739001e2,3.074757316033340793e-1,4.148368542303822008e-3,-2.217805118660064190e-2,1.979941541919660652e0,3.870979024710444194e-1,2.056297998645393588e-1,7.177954427217926516e-5
144,2.179153907134881365e2,3.072302783649562552e-1,1.410853686153710172e-2,-7.536317984969222172e-2,1.978362085232069578e0,3.870979025100393933e-1,2.056298000012547200e-1,7.226741820044021091e-5
145,2.194281159125102363e2,3.072685013223938610e-1,1.306654085933410883e-2,-6.980109422285531162e-2,1.978608058447434592e0,3.870979025039613663e-1,2.056297999799465981e-1,7.277089034797558592e-5
146,2.209350765099209752e2,3.074984741786506159e-1,6.125000866897201612e-4,-3.294693185739452912e-3,1.980087708985440731e0,3.870979024674599533e-1,2.056297998519713011e-1,7.329054895493483830e-5
147,2.224531753853434282e2,3.073582881975190362e-1,1.020842583411585638e-2,-5.454273354502395255e-2,1.979185866495675183e0,3.870979024896876730e-1,2.056297999299045998e-1,7.377893293418447910e-5
148,2.239659241417890598e2,3.073843891141068152e-1,9.212628579970367354e-3,-4.922605398287771550e-2,1.979353834978193394e0,3.870979024855397688e-1,2.056297999153618994e-1,7.428234069443946175e-5
149,2.254842257889723953e2,3.070011159394598899e-1,1.920245115826882051e-2,-1.025524376502226498e-1,1.976887641603362500e0,3.870979025464685863e-1,2.056298001289549593e-1,7.477018684567391966e-5
150,2.269969589664333967e2,3.070528846958460178e-1,1.817754176189904924e-2,-9.708102180365053846e-2,1.977220714204116936e0,3.870979025382364491e-1,2.056298001000991249e-1,7.527363354104806914e-5
151,2.285097149405261518e2,3.070997242947580697e-1,1.719700127728672132e-2,-9.184874505888136753e-2,1.977522088702043712e0,3.870979025307880184e-1,2.056298000739897325e-1,7.577701712788357364e-5
152,2.300176906297989490e2,3.074373307123564047e-1,6.756703491374731023e-3,-3.610989610757597834e-2,1.979694518378507517e0,3.870979024771299404e-1,2.056297998858760967e-1,7.629380817545756901e-5
153,2.315362977411008671e2,3.070924194872847179e-1,1.735339262298422197e-2,-9.268426866227828798e-2,1.977475107899984375e0,3.870979025319469247e-1,2.056298000780513169e-1,7.678078765087307926e-5
154,2.330490356065709534e2,3.071386606174248413e-1,1.633688221105912206e-2,-8.725978378185424156e-2,1.977772641298448875e0,3.870979025245936400e-1,2.056298000522756853e-1,7.728422245249392608e-5
155,2.345617719289448075e2,3.071822397701189367e-1,1.531713608502283282e-2,-8.181772712810214676e-2,1.978053057507045631e0,3.870979025176641830e-1,2.056298000279838945e-1,7.778766219502124865e-5
156,2.360684893193409550e2,3.074912941032611480e-1,2.383505922192315305e-3,-1.275625709136700425e-2,1.980041629732994579e0,3.870979024685818337e-1,2.056297998559042661e-1,7.830799592126603658e-5
157,2.375869319258869439e2,3.072826403853358146e-1,1.265870965189419030e-2,-6.762751829092783495e-2,1.978699128356311343e0,3.870979025017014519e-1,2.056297999720233804e-1,7.879541991932214045e-5
158,2.390996787229817642e2,3.073154463017992444e-1,1.165929763019983578e-2,-6.229215758392207813e-2,1.978910240461158931e0,3.870979024964867898e-1,2.056297999537408938e-1,7.929883220003403500e-5
159,2.406182890441511972e2,3.068300740847055286e-1,2.225626956067526876e-2,-1.188433088172916041e-1,1.975787474676558020e0,3.870979025736416834e-1,2.056298002241964129e-1,7.978583022822011183e-5
160,2.421250152000856417e2,3.073809534262146870e-1,9.349741411844325958e-3,-4.995829252298250589e-2,1.979331787514489349e0,3.870979024860764506e-1,2.056297999172438939e-1,8.030609893325970998e-5
161,2.436377563772252302e2,3.074050859913855516e-1,8.338895644011410854e-3,-4.456089388629366765e-2,1.979487078820402868e0,3.870979024822431835e-1,2.056297999038043112e-1,8.080952826046964741e-5
162,2.451504773582263113e2,3.074272510554048599e-1,7.287972724811088085e-3,-3.894934092664609215e-2,1.979629702214432907e0,3.870979024787240541e-1,2.056297998914654312e-1,8.131301460403420804e-5
163,2.466631892859086292e2,3.074467385302736000e-1,6.219020258511793152e-3,-3.324145903467522201e-2,1.979755086304008538e0,3.870979024756315279e-1,2.056297998806229654e-1,8.181652666500300838e-5
164,2.481759279955744262e2,3.074624030617039705e-1,5.203043505318021879e-3,-2.781622606095433825e-2,1.979855861157191033e0,3.870979024731476814e-1,2.056297998719147924e-1,8.231996376240436426e-5
165,2.496886368697617229e2,3.074759470972799336e-1,4.127979065717811771e-3,-2.207509182305428252e-2,1.979942977417444183e0,3.870979024710030636e-1,2.056297998643941416e-1,8.282348486450548223e-5
166,2.512070558911432272e2,3.072207563557469712e-1,1.435521392248269822e-2,-7.668590227802787873e-2,1.978300985044468385e0,3.870979025115282024e-1,2.056298000064736564e-1,8.331098043750242521e-5
167,2.527197797198833200e2,3.072597733987263435e-1,1.331109695401711847e-2,-7.110960956982508019e-2,1.978552054195763965e0,3.870979025053257194e-1,2.056297999847293001e-1,8.381445629875384823e-5
168,2.542325349664504017e2,3.072937818509033359e-1,1.232847773937549400e-2,-6.586412841023842057e-2,1.978770897689064556e0,3.870979024999198215e-1,2.056297999657773767e-1,8.431784459025038413e-5
169,2.557452538314859112e2,3.073273837101941908e-1,1.127374956174023897e-2,-6.023333095722269159e-2,1.978987125725155005e0,3.870979024945794822e-1,2.056297999470549642e-1,8.482133536763883114e-5
170,2.572636041715505257e2,3.068830381586285516e-1,2.135702911904082194e-2,-1.140492788979922678e-1,1.976128286242468501e0,3.870979025652043770e-1,2.056298001946244014e-1,8.530905694759677717e-5
171,2.587762908217036397e2,3.069458110507772841e-1,2.023994254836512102e-2,-1.080905445356051542e-1,1.976532093660665401e0,3.870979025552254149e-1,2.056298001596486014e-1,8.581263208269965508e-5
172,2.602889888573672010e2,3.070040522460328880e-1,1.914513936772034922e-2,-1.022499931895266417e-1,1.976906773845465759e0,3.870979025459667100e-1,2.056298001271950060e-1,8.631617630250283451e-5
173,2.617958327304456247e2,3.074424905644745354e-1,6.466609550980107791e-3,-3.456617923934901526e-2,1.979727791795613090e0,3.870979024762999376e-1,2.056297998829665352e-1,8.683613537375588600e-5
174,2.633142603688594363e2,3.071220278455712438e-1,1.670869704171754760e-2,-8.924909673285516543e-2,1.977665804798617755e0,3.870979025272112684e-1,2.056298000614516786e-1,8.732361590756590572e-5
175,2.648269665616485327e2,3.071691528843694119e-1,1.563002090644310255e-2,-8.348940922902121919e-2,1.977969021144796447e0,3.870979025197198164e-1,2.056298000351900190e-1,8.782713981527620292e-5
176,2.663339051262786370e2,3.074856914841036515e-1,3.134676422980505524e-3,-1.676964045421887317e-2,1.980005651639211495e0,3.870979024694604642e-1,2.056297998589851905e-1,8.834685086819101983e-5
177,2.678466195645464722e2,3.074931761807776498e-1,2.070574498409861065e-3,-1.108673814229531318e-2,1.980053745404364296e0,3.870979024682822400e-1,2.056297998548540507e-1,8.885035663134617696e-5
178,2.693593696671492808e2,3.074974075231682313e-1,1.077054594215359458e-3,-5.780834170779375336e-3,1.980080895941468633e0,3.870979024676219349e-1,2.056297998525383752e-1,8.935376227708847954e-5
179,2.708770036270844344e2,3.073705449974801773e-1,9.752627174162663282e-3,-5.211376644963518212e-2,1.979264912188765768e0,3.870979024877153063e-1,2.056297999229889928e-1,8.984345166291191889e-5
180,2.723955855075436148e2,3.069427422647549308e-1,2.029562816021691571e-2,-1.083895220558974276e-1,1.976512452750957882e0,3.870979025556985365e-1,2.056298001613068027e-1,9.033051734115943819e-5
181,2.739025633869636636e2,3.074150254773654889e-1,7.884076864694153364e-3,-4.213712142521475190e-2,1.979551120954167853e0,3.870979024806523450e-1,2.056297998982264674e-1,9.085009306305458980e-5
182,2.754152954903592558e2,3.074354969438037322e-1,6.855157302734581071e-3,-3.664288270701415717e-2,1.979682831870995363e0,3.870979024774045540e-1,2.056297998868389376e-1,9.135354830797770683e-5
183,2.769328142568193698e2,3.071829340347024817e-1,1.529926453129431055e-2,-8.172810778542266563e-2,1.978057759744626498e0,3.870979025175194099e-1,2.056298000274764393e-1,9.184357553697690380e-5
184,2.784455107196079666e2,3.072266936193666642e-1,1.420113251319048489e-2,-7.586388194201355850e-2,1.978339329172939420e0,3.870979025105641957e-1,2.056298000030941653e-1,9.234712757301984478e-5
185,2.799526441142210160e2,3.074930644678021685e-1,2.090200915774221169e-3,-1.119281374969231801e-2,1.980053036937111877e0,3.870979024682983938e-1,2.056297998549106720e-1,9.286629690485870541e-5
186,2.814653893567394221e2,3.074973775163465928e-1,1.087067116381344820e-3,-5.835513309800949289e-3,1.980080708244087218e0,3.870979024676255986e-1,2.056297998525521975e-1,9.336971620481686817e-5
187,2.829831364691535782e2,3.073643047920048277e-1,9.986601161081316153e-3,-5.336426079300070346e-2,1.979224803269030275e0,3.870979024886996300e-1,2.056297999264405651e-1,9.385908808433004232e-5
188,2.844958546493334097e2,3.073912769971261505e-1,8.930241666638432177e-3,-4.772423534122559319e-2,1.979398354490835787e0,3.870979024844168337e-1,2.056297999114250763e-1,9.436258174370602532e-5
189,2.860085987253719964e2,3.074141459519428299e-1,7.925059109021482737e-3,-4.235720341644727549e-2,1.979545496802350479e0,3.870979024807871260e-1,2.056297998986987563e-1,9.486600306665674714e-5
190,2.875213565372967537e2,3.074337806169896714e-1,6.947030513112680689e-3,-3.713478368451428313e-2,1.979671820397815862e0,3.870979024776720068e-1,2.056297998877774091e-1,9.536938611342764944e-5
191,2.890342659007811221e2,3.074458775516374365e-1,6.268998309335260984e-3,-3.351421247309349649e-2,1.979749642970042967e0,3.870979024757542075e-1,2.056297998810528715e-1,9.587234379975912151e-5
192,2.905524619616670066e2,3.071509975723922814e-1,1.605382769409347335e-2,-8.575438285133740735e-2,1.977852356281948332e0,3.870979025225835812e-1,2.056298000452292385e-1,9.636047190789651400e-5
193,2.920652039092988730e2,3.071933486699776061e-1,1.504523955182465907e-2,-8.037137722888332281e-2,1.978124852212203244e0,3.870979025158522435e-1,2.056298000216323363e-1,9.686389605928715136e-5
194,2.935720831293365904e2,3.074909740376047251e-1,2.431802306251560405e-3,-1.301898302812218300e-2,1.980039622686719403e0,3.870979024686244663e-1,2.056297998560552287e-1,9.738377627424318168e-5
195,2.950846197844824133e2,3.074975802591179419e-1,1.015648396168966627e-3,-5.455776988601265809e-3,1.980082011196465208e0,3.870979024675935687e-1,2.056297998524402870e-1,9.788778159785977730e-5
196,2.965973314998398678e2,3.074989844133769745e-1,-5.392322938993499693e-5,2.561845814483265649e-4,1.980090937969831044e0,3.870979024673864011e-1,2.056297998517140901e-1,9.839129513797876755e-5
197,2.981158690598222165e2,3.073526183178602045e-1,1.041054487494173612e-2,-5.563047954415088758e-2,1.979149664893732785e0,3.870979024905469301e-1,2.056297999329175785e-1,9.887844694711076172e-5
198,2.996288103640922031e2,3.073693827113994637e-1,9.795877773971867208e-3,-5.234896135335244394e-2,1.979257535342074936e0,3.870979024878847818e-1,2.056297999235838225e-1,9.938131428690330851e-5
199,3.011415329922284059e2,3.073956052153765106e-1,8.748351660364993287e-3,-4.675580807566566410e-2,1.979426255282011438e0,3.870979024837221671e-1,2.056297999089890527e-1,9.988479553107261141e-5
200,3.026595249025555745e2,3.070552900018856946e-1,1.812690031868835136e-2,-9.681929674167859268e-2,1.977236686598179416e0,3.870979025377814797e-1,2.056298000985049279e-1,1.003735057269540846e-4
201,3.041722539722740635e2,3.071044600803796709e-1,1.709314975371956785e-2,-9.130300690602195790e-2,1.977553028100651256e0,3.870979025299665643e-1,2.056298000711109797e-1,1.008769646577794795e-4
202,3.056849843843527310e2,3.071506310154415442e-1,1.606188997350742678e-2,-8.579950308038926388e-2,1.977850085926815993e0,3.870979025226288783e-1,2.056298000453884445e-1,1.013804204986230314e-4
203,3.071975455064023777e2,3.072073738528976472e-1,1.469558382189223994e-2,-7.850713189571154049e-2,1.978215172604826266e0,3.870979025136118690e-1,2.056298000137785076e-1,1.018843512586075435e-4
204,3.087103316292580075e2,3.072427889052927741e-1,1.377418338562156307e-2,-7.358914597072302444e-2,1.978443043476352692e0,3.870979025079843150e-1,2.056297999940497334e-1,1.023876523390524531e-4
205,3.102170043991734474e2,3.074982145359196894e-1,7.507565805337146261e-4,-4.043553471779245956e-3,1.980086070846403867e0,3.870979024674960356e-1,2.056297998520978665e-1,1.029081173454060409e-4
206,3.117413631864226886e2,3.068013887184172228e-1,2.272626662616375817e-2,-1.213602519186293277e-1,1.975603554916555815e0,3.870979025781154381e-1,2.056298002398764535e-1,1.033789781126800278e-4
207,3.132499064890470208e2,3.072559057909697300e-1,1.341655004868299271e-2,-7.168182072868334309e-2,1.978527461366212048e0,3.870979025058974843e-1,2.056297999867338078e-1,1.038941466838076157e-4
208,3.147568896447482985e2,3.074976005990368577e-1,1.007488056160485944e-3,-5.416291119184429848e-3,1.980082148095045902e0,3.870979024675894054e-1,2.056297998524252713e-1,1.044137408250269658e-4
209,3.162748894434784575e2,3.073526959614327203e-1,1.040774653498897397e-2,-5.561573757569318599e-2,1.979150232835790613e0,3.870979024905248367e-1,2.056297999328400017e-1,1.049024035371923561e-4
210,3.177935949128811330e2,3.068923383293194473e-1,2.119411366319163062e-2,-1.131864197038638387e-1,1.976188573928423731e0,3.870979025636583359e-1,2.056298001892063188e-1,1.053891277986203091e-4
211,3.193003056483029241e2,3.074069251855716112e-1,8.255212600192806532e-3,-4.412248924717254717e-2,1.979499139008527253e0,3.870979024819182213e-1,2.056297999026647783e-1,1.059094475071560657e-4
212,3.208188058133052323e2,3.070298468168788930e-1,1.863866881347547855e-2,-9.955326769187317071e-2,1.977073127958056009e0,3.870979025418068709e-1,2.056298001126145858e-1,1.063967334863342811e-4
213,3.223315274244192778e2,3.070811473512735645e-1,1.759019595496987692e-2,-9.395898636072948229e-2,1.977403161548435762e0,3.870979025336545032e-1,2.056298000840377505e-1,1.069002129460639632e-4
214,3.238442235355093999e2,3.071317312174456915e-1,1.649112115841018869e-2,-8.809407782377758067e-2,1.977728598004191207e0,3.870979025256160444e-1,2.056298000558602346e-1,1.074037645068119570e-4
215,3.253569069216977709e2,3.071801009917011771e-1,1.536673560839740306e-2,-8.209330930075649235e-2,1.978039800963545591e0,3.870979025179303035e-1,2.056298000289175087e-1,1.079073524402054740e-4
216,3.268696599818692903e2,3.072197321329266928e-1,1.438003238040666716e-2,-7.682685657052863715e-2,1.978294788723248931e0,3.870979025116333960e-1,2.056298000068430554e-1,1.084107458390111981e-4
217,3.283767574444682396e2,3.074924299907095260e-1,2.198655318688916283e-3,-1.177713813810764287e-2,1.980049000101970158e0,3.870979024683920966e-1,2.056297998552402417e-1,1.089300154860239103e-4
218,3.298953696745834350e2,3.072773992154105294e-1,1.280963043199442007e-2,-6.844135470546582056e-2,1.978665829972929835e0,3.870979025024721687e-1,2.056297999747258576e-1,1.094169633370014347e-4
219,3.314136038704343719e2,3.068053769393329078e-1,2.266115173081348702e-2,-1.210134918010164762e-1,1.975629366636521889e0,3.870979025774581306e-1,2.056298002375736012e-1,1.099050186796393365e-4
220,3.329258130884697948e2,3.069258169189767460e-1,2.060086242419537084e-2,-1.100237914318201726e-1,1.976404028763380616e0,3.870979025583224375e-1,2.056298001705046397e-1,1.104099264399983178e-4
221,3.344385370461618550e2,3.069824246723987238e-1,1.955738986474371208e-2,-1.044572369812718227e-1,1.976768164965320151e0,3.870979025493275216e-1,2.056298001389763597e-1,1.109133979036770349e-4
222,3.359512743339365102e2,3.070347745139013207e-1,1.854005762769594598e-2,-9.902970126835164422e-2,1.977104929471797723e0,3.870979025410090091e-1,2.056298001098182671e-1,1.114168328586197899e-4
223,3.374639985746870252e2,3.070855516762200366e-1,1.749679403846218090e-2,-9.346302822061891558e-2,1.977431591753571860e0,3.870979025329405743e-1,2.056298000815356131e-1,1.119203050278067772e-4
224,3.389767153234398052e2,3.071340498336510016e-1,1.643856699629207829e-2,-8.781582981522427500e-2,1.977743605000662930e0,3.870979025252347938e-1,2.056298000545236093e-1,1.124237988711917910e-4
225,3.404889817199590993e2,3.072154594379357673e-1,1.448986430914837864e-2,-7.741193585543011679e-2,1.978267370192767549e0,3.870979025123018613e-1,2.056298000091860145e-1,1.129285550930591377e-4
226,3.420017443018395511e2,3.072520680653439973e-1,1.352189813551175207e-2,-7.224510525785422799e-2,1.978502909773205198e0,3.870979025064866796e-1,2.056297999887997663e-1,1.134319222591588451e-4
227,3.435144802858359299e2,3.072879290491355442e-1,1.250118515046781502e-2,-6.679633408626882429e-2,1.978733640210467160e0,3.870979025007910690e-1,2.056297999688320166e-1,1.139353644682038127e-4
228,3.450272217783193582e2,3.073206410435819769e-1,1.149124746166223406e-2,-6.140477855680585850e-2,1.978944109267219309e0,3.870979024955967240e-1,2.056297999506217500e-1,1.144387917027402492e-4
229,3.465398010967467712e2,3.073595461566562825e-1,1.016021705447999954e-2,-5.429851143311306694e-2,1.979194417909108550e0,3.870979024894211640e-1,2.056297999289711520e-1,1.149426743955590487e-4
230,3.480582534224781739e2,3.069343465118803960e-1,2.044658044904347841e-2,-1.092033022534127651e-1,1.976459005447049222e0,3.870979025569515342e-1,2.056298001656988450e-1,1.154301044409107108e-4
231,3.495709788223704209e2,3.069903716237767366e-1,1.940593326174306493e-2,-1.036517150162049178e-1,1.976819391071312770e0,3.870979025480499325e-1,2.056298001344976922e-1,1.159335719914371686e-4
