# REBOUND parity — Pythagorean three-body (Burrau 1913) — REBOUND IAS15 side
# protocol: docs/experiments/2026-04-30-rebound-parity-pythagorean.md
# integrator: IAS15 (REBOUND)
# rebound_version: 4.6.0
# units: canonical (G = 1)
# masses=(3.0,4.0,5.0), horizon=7.000172558629316200e+01
# samples_per_t_unit=30, dt0=1.712500046072987919e-02
sample,t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,e_total
1609,5.365667637346584939e+01,-2.974996638750948552e+00,-4.518074416121786285e+00,1.016922727504809415e-01,6.460920032326951390e-02,1.910931424512113397e+00,8.255059604832875042e-01,-4.150465248965238274e-01,9.911625264075413222e-02,2.562528436410315136e-01,2.050439881286392652e+00,2.710218562669349796e-01,-1.180585223065665768e-01,-1.281666666943274713e+01
1610,5.369795865442732463e+01,-2.970719521169475907e+00,-4.515287773372138602e+00,1.055224782481084533e-01,7.039765993588295578e-02,1.892949795809260483e+00,8.301667144834404821e-01,-4.562785906496151789e-01,1.268565282002659944e-01,2.680718760544302248e-01,2.045039292436481748e+00,3.017093855708315453e-01,-1.437238185217441233e-01,-1.281666666943274713e+01
1611,5.373696147642066023e+01,-2.966533136384562841e+00,-4.512435177875731895e+00,1.091498390312208716e-01,7.588117414458492305e-02,1.874377535603114486e+00,8.356421754102698607e-01,-4.962557255291246694e-01,1.540955965413026707e-01,2.804178533483995261e-01,2.038947366397174221e+00,3.315146770045717117e-01,-1.688051817197946392e-01,-1.281666666943274890e+01
1612,5.373696147642066023e+01,-2.966533136384562841e+00,-4.512435177875731895e+00,1.091498390312208716e-01,7.588117414458492305e-02,1.874377535603114486e+00,8.356421754102698607e-01,-4.962557255291246694e-01,1.540955965413026707e-01,2.804178533483995261e-01,2.038947366397174221e+00,3.315146770045717117e-01,-1.688051817197946392e-01,-1.281666666943274890e+01
1613,5.377388872803877717e+01,-2.962438995274755626e+00,-4.509537019653014234e+00,1.125924528837897037e-01,8.108702253378716196e-02,1.855336980330703378e+00,8.418249263161260432e-01,-5.351787932479687981e-01,1.809508143643294709e-01,2.931938129004441618e-01,2.032262270738858678e+00,3.605875628681056710e-01,-1.934128650117374337e-01,-1.281666666943274713e+01
1614,5.380885290838708102e+01,-2.958445192924465506e+00,-4.506615510170481897e+00,1.158599392180877236e-01,8.602966941699230485e-02,1.835964497205370138e+00,8.486120943180388565e-01,-5.731485612653575146e-01,2.074747881402237148e-01,3.062955179905369474e-01,2.025079630647809381e+00,3.890028854814378545e-01,-2.175976321623759313e-01,-1.281666666943274713e+01
1615,5.384198595200851400e+01,-2.954555001550963844e+00,-4.503687313180951612e+00,1.189637581393038629e-01,9.072636119959964773e-02,1.816362490238027316e+00,8.559181585388384583e-01,-6.102813304431390362e-01,2.337335225717630527e-01,3.196430087403104303e-01,2.017477861077451085e+00,4.168468094709333882e-01,-2.414226347771717962e-01,-1.281666666943274535e+01
1616,5.387340289066496268e+01,-2.950771201521884102e+00,-4.500766851897113341e+00,1.219138368126693461e-01,9.519202499990932209e-02,1.796620877379110359e+00,8.636674004445139552e-01,-6.466728815253208751e-01,2.597812815238196849e-01,3.331660190099961505e-01,2.009526190782608079e+00,4.441900031326595499e-01,-2.649402402190029204e-01,-1.281666666943274713e+01
1617,5.390322263066492781e+01,-2.947093931514121579e+00,-4.497864909151314983e+00,1.247205242829928229e-01,9.944222730560126067e-02,1.776807337055980707e+00,8.717971078868234081e-01,-6.824235959560207565e-01,2.856781416708810695e-01,3.468104892638426140e-01,2.001281259181281413e+00,4.711065621950253912e-01,-2.882078497200671885e-01,-1.281666666943274713e+01
1618,5.395839615295302849e+01,-2.940069020949405587e+00,-4.492160717365734079e+00,1.299312909559234841e-01,1.073375695075931557e-01,1.737253628878172140e+00,8.889557096273952297e-01,-7.522262334008945617e-01,3.371405940683349090e-01,3.742385094672600609e-01,1.984131862717475103e+00,5.238222121471660664e-01,-3.341150169592253527e-01,-1.281666666943274713e+01
