# REBOUND parity — Kepler e=0.5 — apsis IAS15 side
# protocol: paper/notebooks/2026-04-25-rebound-parity-kepler.md
# integrator: IAS15 (apsis)
# units: canonical (G = 1)
# a=1, e=0.5, m_primary=1, m_secondary=1e-6
# period=6.283185307179586232e0, dt0=6.283185307179586614e-3, n_orbits=100
orbit,t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,e_total
84,5.277918006776540096e2,-4.999050091956469637e-7,-1.190500850057471264e-8,2.749086931415968185e-8,-1.731721780696415133e-6,4.999050091956548370e-1,1.190500850050787290e-2,-2.749086931415968549e-2,1.731721780696415358e0,-5.000014999984999234e-7
85,5.340803798165951548e2,-4.996970431150091028e-7,-2.129825839345182934e-8,4.917139785488319058e-8,-1.731001650934438150e-6,4.996970431150168368e-1,2.129825839338649399e-2,-4.917139785488322534e-2,1.731001650934438585e0,-5.000014999984997117e-7
86,5.403602739401395638e2,-4.998361051055436539e-7,-1.565477016061164092e-8,3.614727295026500171e-8,-1.731483151469223681e-6,4.998361051055510429e-1,1.565477016054755630e-2,-3.614727295026506915e-2,1.731483151469223936e0,-5.000014999984997117e-7
87,5.466401581118294644e2,-4.999329280555779453e-7,-9.992717037040593286e-9,2.307567837241462939e-8,-1.731818478889138733e-6,4.999329280555852018e-1,9.992717036977917175e-3,-2.307567837241465691e-2,1.731818478889139090e0,-5.000014999984997117e-7
88,5.529286349906240048e2,-4.997534612492116181e-7,-1.920968472976427624e-8,4.435199867328840270e-8,-1.731196981931728616e-6,4.997534612492187112e-1,1.920968472970287222e-2,-4.435199867328842860e-2,1.731196981931728995e0,-5.000014999985005587e-7
89,5.592094900796269030e2,-4.998448600383316904e-7,-1.522962718355301072e-8,3.516591454268752859e-8,-1.731513469802998148e-6,4.998448600383382234e-1,1.522962718349248241e-2,-3.516591454268766515e-2,1.731513469802998362e0,-5.000014999984999234e-7
90,5.654983847193810789e2,-4.995771457007626894e-7,-2.516736765942236658e-8,5.809706659645190348e-8,-1.730586614983206344e-6,4.995771457007686656e-1,2.516736765936272366e-2,-5.809706659645194615e-2,1.730586614983206539e0,-5.000014999984994999e-7
91,5.717783392955057025e2,-4.997425825016310657e-7,-1.962972166117038847e-8,4.532130186130946852e-8,-1.731159315791422642e-6,4.997425825016366674e-1,1.962972166111157796e-2,-4.532130186130954586e-2,1.731159315791422904e0,-5.000014999984997117e-7
92,5.780582978417386357e2,-4.998670008821190755e-7,-1.409734418353264981e-8,3.255214127177989924e-8,-1.731590145917481742e-6,4.998670008821241573e-1,1.409734418347459786e-2,-3.255214127177998018e-2,1.731590145917481838e0,-5.000014999984997117e-7
93,5.843382306700823392e2,-4.999511133642684124e-7,-8.519275393312153916e-9,1.967349150863591420e-8,-1.731881467405077726e-6,4.999511133642731697e-1,8.519275393254902365e-3,-1.967349150863594021e-2,1.731881467405077979e0,-5.000014999984999234e-7
94,5.906268916853084647e2,-4.997821408702335765e-7,-1.805554234863142162e-8,4.168846928744314834e-8,-1.731296285031158340e-6,4.997821408702378676e-1,1.805554234857489199e-2,-4.168846928744321390e-2,1.731296285031158622e0,-5.000014999984999234e-7
95,5.969069258582603652e2,-4.998927491140731342e-7,-1.265375290385145815e-8,2.921950060230173516e-8,-1.731679319073479814e-6,4.998927491140770507e-1,1.265375290379609427e-2,-2.921950060230174562e-2,1.731679319073480050e0,-5.000014999985001352e-7
96,6.031955930535316384e2,-4.996709119149882792e-7,-2.219910279134830172e-8,5.124984310177319096e-8,-1.730911186897978955e-6,4.996709119149921885e-1,2.219910279129453518e-2,-5.124984310177321811e-2,1.730911186897979182e0,-5.000014999984994999e-7
97,6.094832332666546790e2,-4.994008172904022127e-7,-2.996253415216576854e-8,6.915417650181369943e-8,-1.729976418638170676e-6,4.994008172904058629e-1,2.996253415211354298e-2,-6.915417650181369946e-2,1.729976418638170976e0,-5.000014999984999234e-7
98,6.157632768051252015e2,-4.995966138227897485e-7,-2.458060861139802062e-8,5.674367956246354191e-8,-1.730653998916852390e-6,4.995966138227935227e-1,2.458060861134726133e-2,-5.674367956246349765e-2,1.730653998916852565e0,-5.000014999985001352e-7
99,6.220432819626905712e2,-4.997554898547597582e-7,-1.913033796807963464e-8,4.416888964610264793e-8,-1.731204005785028084e-6,4.997554898547638125e-1,1.913033796803038228e-2,-4.416888964610250767e-2,1.731204005785028421e0,-5.000014999984994999e-7
100,6.283232193865840145e2,-4.998768870181898046e-7,-1.356126211454697921e-8,3.131458508083454078e-8,-1.731624383762384400e-6,4.998768870181948265e-1,1.356126211449898596e-2,-3.131458508083440062e-2,1.731624383762384589e0,-5.000014999984999234e-7
