# Pair separation r(t) for the truncated-kernel run (downsampled, stride 30)
t,r
5.868100e1,2.005603e0
5.871100e1,2.008700e0
5.874100e1,2.011702e0
5.877100e1,2.014608e0
5.880100e1,2.017420e0
5.883100e1,2.020137e0
5.886100e1,2.022760e0
5.889100e1,2.025288e0
5.892100e1,2.027722e0
5.895100e1,2.030062e0
5.898100e1,2.032308e0
5.901100e1,2.034460e0
5.904100e1,2.036518e0
5.907100e1,2.038482e0
5.910100e1,2.040353e0
5.913100e1,2.042130e0
5.916100e1,2.043814e0
5.919100e1,2.045405e0
5.922100e1,2.046902e0
5.925100e1,2.048306e0
5.928100e1,2.049617e0
5.931100e1,2.050836e0
5.934100e1,2.051961e0
5.937100e1,2.052993e0
5.940100e1,2.053933e0
5.943100e1,2.054780e0
5.946100e1,2.055534e0
5.949100e1,2.056195e0
5.952100e1,2.056764e0
5.955100e1,2.057240e0
5.958100e1,2.057623e0
5.961100e1,2.057914e0
5.964100e1,2.058113e0
5.967100e1,2.058219e0
5.970100e1,2.058232e0
5.973100e1,2.058153e0
5.976100e1,2.057981e0
5.979100e1,2.057716e0
5.982100e1,2.057359e0
5.985100e1,2.056910e0
5.988100e1,2.056368e0
5.991100e1,2.055733e0
5.994100e1,2.055005e0
5.997100e1,2.054185e0
6.000100e1,2.053272e0
